index,benchmark_id,sample_path,proposal_id,dao,chain_id,status,simulation_status,trace_source,risk_action_count,llm_status,overall_score,risk_level,error,elapsed_seconds,trace_input,risk_actions_input,semantics_input,score_output
81,real-nouns-dao-0001,data\raw_samples\real-nouns-dao-0001.json,215,Nouns DAO,1,success,success,simulated_trace,2,success,8,LOW,,0.001,outputs\traces\real-nouns-dao-0001-trace.json,outputs\risk_actions\real-nouns-dao-0001-risk-actions.json,outputs\semantics\real-nouns-dao-0001-semantics.json,outputs\scores\real-nouns-dao-0001-score.json
82,real-nouns-dao-0002,data\raw_samples\real-nouns-dao-0002.json,152,Nouns DAO,1,success,success,simulated_trace,5,success,6,MEDIUM,,0.001,outputs\traces\real-nouns-dao-0002-trace.json,outputs\risk_actions\real-nouns-dao-0002-risk-actions.json,outputs\semantics\real-nouns-dao-0002-semantics.json,outputs\scores\real-nouns-dao-0002-score.json
83,real-nouns-dao-0003,data\raw_samples\real-nouns-dao-0003.json,57,Nouns DAO,1,success,success,simulated_trace,1,success,8,LOW,,0.001,outputs\traces\real-nouns-dao-0003-trace.json,outputs\risk_actions\real-nouns-dao-0003-risk-actions.json,outputs\semantics\real-nouns-dao-0003-semantics.json,outputs\scores\real-nouns-dao-0003-score.json
84,real-nouns-dao-0004,data\raw_samples\real-nouns-dao-0004.json,173,Nouns DAO,1,success,success,simulated_trace,2,success,8,LOW,,0.001,outputs\traces\real-nouns-dao-0004-trace.json,outputs\risk_actions\real-nouns-dao-0004-risk-actions.json,outputs\semantics\real-nouns-dao-0004-semantics.json,outputs\scores\real-nouns-dao-0004-score.json
85,real-nouns-dao-0005,data\raw_samples\real-nouns-dao-0005.json,189,Nouns DAO,1,success,success,simulated_trace,2,success,8,LOW,,0.001,outputs\traces\real-nouns-dao-0005-trace.json,outputs\risk_actions\real-nouns-dao-0005-risk-actions.json,outputs\semantics\real-nouns-dao-0005-semantics.json,outputs\scores\real-nouns-dao-0005-score.json
86,real-nouns-dao-0006,data\raw_samples\real-nouns-dao-0006.json,223,Nouns DAO,1,success,success,simulated_trace,2,success,8,LOW,,0.001,outputs\traces\real-nouns-dao-0006-trace.json,outputs\risk_actions\real-nouns-dao-0006-risk-actions.json,outputs\semantics\real-nouns-dao-0006-semantics.json,outputs\scores\real-nouns-dao-0006-score.json
87,real-nouns-dao-0007,data\raw_samples\real-nouns-dao-0007.json,435,Nouns DAO,1,success,success,simulated_trace,5,success,6,MEDIUM,,0.001,outputs\traces\real-nouns-dao-0007-trace.json,outputs\risk_actions\real-nouns-dao-0007-risk-actions.json,outputs\semantics\real-nouns-dao-0007-semantics.json,outputs\scores\real-nouns-dao-0007-score.json
88,real-nouns-dao-0008,data\raw_samples\real-nouns-dao-0008.json,332,Nouns DAO,1,success,success,simulated_trace,4,success,6,MEDIUM,,0.001,outputs\traces\real-nouns-dao-0008-trace.json,outputs\risk_actions\real-nouns-dao-0008-risk-actions.json,outputs\semantics\real-nouns-dao-0008-semantics.json,outputs\scores\real-nouns-dao-0008-score.json
89,real-nouns-dao-0009,data\raw_samples\real-nouns-dao-0009.json,585,Nouns DAO,1,success,success,simulated_trace,2,success,8,LOW,,0.001,outputs\traces\real-nouns-dao-0009-trace.json,outputs\risk_actions\real-nouns-dao-0009-risk-actions.json,outputs\semantics\real-nouns-dao-0009-semantics.json,outputs\scores\real-nouns-dao-0009-score.json
90,real-nouns-dao-0010,data\raw_samples\real-nouns-dao-0010.json,412,Nouns DAO,1,success,success,simulated_trace,4,success,6,MEDIUM,,0.001,outputs\traces\real-nouns-dao-0010-trace.json,outputs\risk_actions\real-nouns-dao-0010-risk-actions.json,outputs\semantics\real-nouns-dao-0010-semantics.json,outputs\scores\real-nouns-dao-0010-score.json
91,real-nouns-dao-0011,data\raw_samples\real-nouns-dao-0011.json,554,Nouns DAO,1,success,success,simulated_trace,8,success,6,MEDIUM,,0.001,outputs\traces\real-nouns-dao-0011-trace.json,outputs\risk_actions\real-nouns-dao-0011-risk-actions.json,outputs\semantics\real-nouns-dao-0011-semantics.json,outputs\scores\real-nouns-dao-0011-score.json
92,real-nouns-dao-0012,data\raw_samples\real-nouns-dao-0012.json,455,Nouns DAO,1,success,success,simulated_trace,5,success,6,MEDIUM,,0.001,outputs\traces\real-nouns-dao-0012-trace.json,outputs\risk_actions\real-nouns-dao-0012-risk-actions.json,outputs\semantics\real-nouns-dao-0012-semantics.json,outputs\scores\real-nouns-dao-0012-score.json
93,real-nouns-dao-0013,data\raw_samples\real-nouns-dao-0013.json,763,Nouns DAO,1,success,success,simulated_trace,4,success,6,MEDIUM,,0.001,outputs\traces\real-nouns-dao-0013-trace.json,outputs\risk_actions\real-nouns-dao-0013-risk-actions.json,outputs\semantics\real-nouns-dao-0013-semantics.json,outputs\scores\real-nouns-dao-0013-score.json
94,real-nouns-dao-0014,data\raw_samples\real-nouns-dao-0014.json,711,Nouns DAO,1,success,success,simulated_trace,5,success,6,MEDIUM,,0.001,outputs\traces\real-nouns-dao-0014-trace.json,outputs\risk_actions\real-nouns-dao-0014-risk-actions.json,outputs\semantics\real-nouns-dao-0014-semantics.json,outputs\scores\real-nouns-dao-0014-score.json
95,real-nouns-dao-0015,data\raw_samples\real-nouns-dao-0015.json,676,Nouns DAO,1,success,success,simulated_trace,1,success,4,HIGH,,0.001,outputs\traces\real-nouns-dao-0015-trace.json,outputs\risk_actions\real-nouns-dao-0015-risk-actions.json,outputs\semantics\real-nouns-dao-0015-semantics.json,outputs\scores\real-nouns-dao-0015-score.json
96,real-nouns-dao-0016,data\raw_samples\real-nouns-dao-0016.json,795,Nouns DAO,1,success,success,simulated_trace,7,success,6,MEDIUM,,0.002,outputs\traces\real-nouns-dao-0016-trace.json,outputs\risk_actions\real-nouns-dao-0016-risk-actions.json,outputs\semantics\real-nouns-dao-0016-semantics.json,outputs\scores\real-nouns-dao-0016-score.json
97,real-nouns-dao-0017,data\raw_samples\real-nouns-dao-0017.json,743,Nouns DAO,1,success,success,simulated_trace,2,success,6,MEDIUM,,0.001,outputs\traces\real-nouns-dao-0017-trace.json,outputs\risk_actions\real-nouns-dao-0017-risk-actions.json,outputs\semantics\real-nouns-dao-0017-semantics.json,outputs\scores\real-nouns-dao-0017-score.json
98,real-nouns-dao-0018,data\raw_samples\real-nouns-dao-0018.json,773,Nouns DAO,1,success,success,simulated_trace,1,success,4,HIGH,,0.001,outputs\traces\real-nouns-dao-0018-trace.json,outputs\risk_actions\real-nouns-dao-0018-risk-actions.json,outputs\semantics\real-nouns-dao-0018-semantics.json,outputs\scores\real-nouns-dao-0018-score.json
99,real-nouns-dao-0019,data\raw_samples\real-nouns-dao-0019.json,823,Nouns DAO,1,success,success,simulated_trace,4,success,6,MEDIUM,,0.001,outputs\traces\real-nouns-dao-0019-trace.json,outputs\risk_actions\real-nouns-dao-0019-risk-actions.json,outputs\semantics\real-nouns-dao-0019-semantics.json,outputs\scores\real-nouns-dao-0019-score.json
100,real-nouns-dao-0020,data\raw_samples\real-nouns-dao-0020.json,903,Nouns DAO,1,success,success,simulated_trace,4,success,4,HIGH,,0.001,outputs\traces\real-nouns-dao-0020-trace.json,outputs\risk_actions\real-nouns-dao-0020-risk-actions.json,outputs\semantics\real-nouns-dao-0020-semantics.json,outputs\scores\real-nouns-dao-0020-score.json
101,real-uniswap-0001,data\raw_samples\real-uniswap-0001.json,14,Uniswap,1,success,success,simulated_trace,2,success,6,MEDIUM,,0.001,outputs\traces\real-uniswap-0001-trace.json,outputs\risk_actions\real-uniswap-0001-risk-actions.json,outputs\semantics\real-uniswap-0001-semantics.json,outputs\scores\real-uniswap-0001-score.json
102,real-uniswap-0002,data\raw_samples\real-uniswap-0002.json,31,Uniswap,1,success,success,simulated_trace,0,success,6,MEDIUM,,0.001,outputs\traces\real-uniswap-0002-trace.json,outputs\risk_actions\real-uniswap-0002-risk-actions.json,outputs\semantics\real-uniswap-0002-semantics.json,outputs\scores\real-uniswap-0002-score.json
103,real-uniswap-0003,data\raw_samples\real-uniswap-0003.json,34,Uniswap,1,success,success,simulated_trace,0,success,8,LOW,,0.001,outputs\traces\real-uniswap-0003-trace.json,outputs\risk_actions\real-uniswap-0003-risk-actions.json,outputs\semantics\real-uniswap-0003-semantics.json,outputs\scores\real-uniswap-0003-score.json
104,real-uniswap-0004,data\raw_samples\real-uniswap-0004.json,22,Uniswap,1,success,success,simulated_trace,1,success,8,LOW,,0.001,outputs\traces\real-uniswap-0004-trace.json,outputs\risk_actions\real-uniswap-0004-risk-actions.json,outputs\semantics\real-uniswap-0004-semantics.json,outputs\scores\real-uniswap-0004-score.json
105,real-uniswap-0005,data\raw_samples\real-uniswap-0005.json,26,Uniswap,1,success,reverted_with_trace,simulated_trace,1,success,6,MEDIUM,,0.001,outputs\traces\real-uniswap-0005-trace.json,outputs\risk_actions\real-uniswap-0005-risk-actions.json,outputs\semantics\real-uniswap-0005-semantics.json,outputs\scores\real-uniswap-0005-score.json
106,real-uniswap-0006,data\raw_samples\real-uniswap-0006.json,27,Uniswap,1,success,reverted_with_trace,simulated_trace,1,success,6,MEDIUM,,0.001,outputs\traces\real-uniswap-0006-trace.json,outputs\risk_actions\real-uniswap-0006-risk-actions.json,outputs\semantics\real-uniswap-0006-semantics.json,outputs\scores\real-uniswap-0006-score.json
107,real-uniswap-0007,data\raw_samples\real-uniswap-0007.json,50,Uniswap,1,success,success,simulated_trace,0,success,8,LOW,,0.001,outputs\traces\real-uniswap-0007-trace.json,outputs\risk_actions\real-uniswap-0007-risk-actions.json,outputs\semantics\real-uniswap-0007-semantics.json,outputs\scores\real-uniswap-0007-score.json
108,real-uniswap-0008,data\raw_samples\real-uniswap-0008.json,65,Uniswap,1,success,success,simulated_trace,1,success,8,LOW,,0.001,outputs\traces\real-uniswap-0008-trace.json,outputs\risk_actions\real-uniswap-0008-risk-actions.json,outputs\semantics\real-uniswap-0008-semantics.json,outputs\scores\real-uniswap-0008-score.json
109,real-uniswap-0009,data\raw_samples\real-uniswap-0009.json,47,Uniswap,1,success,success,simulated_trace,4,repaired,8,LOW,,0.001,outputs\traces\real-uniswap-0009-trace.json,outputs\risk_actions\real-uniswap-0009-risk-actions.json,outputs\semantics\real-uniswap-0009-semantics.json,outputs\scores\real-uniswap-0009-score.json
110,real-uniswap-0010,data\raw_samples\real-uniswap-0010.json,42,Uniswap,1,success,success,simulated_trace,0,success,4,HIGH,,0.001,outputs\traces\real-uniswap-0010-trace.json,outputs\risk_actions\real-uniswap-0010-risk-actions.json,outputs\semantics\real-uniswap-0010-semantics.json,outputs\scores\real-uniswap-0010-score.json
111,real-uniswap-0011,data\raw_samples\real-uniswap-0011.json,55,Uniswap,1,success,success,simulated_trace,2,success,8,LOW,,0.001,outputs\traces\real-uniswap-0011-trace.json,outputs\risk_actions\real-uniswap-0011-risk-actions.json,outputs\semantics\real-uniswap-0011-semantics.json,outputs\scores\real-uniswap-0011-score.json
112,real-uniswap-0012,data\raw_samples\real-uniswap-0012.json,53,Uniswap,1,success,success,simulated_trace,2,repaired,4,HIGH,,0.001,outputs\traces\real-uniswap-0012-trace.json,outputs\risk_actions\real-uniswap-0012-risk-actions.json,outputs\semantics\real-uniswap-0012-semantics.json,outputs\scores\real-uniswap-0012-score.json
113,real-uniswap-0013,data\raw_samples\real-uniswap-0013.json,70,Uniswap,1,success,success,simulated_trace,1,success,8,LOW,,0.001,outputs\traces\real-uniswap-0013-trace.json,outputs\risk_actions\real-uniswap-0013-risk-actions.json,outputs\semantics\real-uniswap-0013-semantics.json,outputs\scores\real-uniswap-0013-score.json
114,real-uniswap-0014,data\raw_samples\real-uniswap-0014.json,86,Uniswap,1,success,success,simulated_trace,1,success,8,LOW,,0.001,outputs\traces\real-uniswap-0014-trace.json,outputs\risk_actions\real-uniswap-0014-risk-actions.json,outputs\semantics\real-uniswap-0014-semantics.json,outputs\scores\real-uniswap-0014-score.json
115,real-uniswap-0015,data\raw_samples\real-uniswap-0015.json,80,Uniswap,1,success,success,simulated_trace,1,success,8,LOW,,0.001,outputs\traces\real-uniswap-0015-trace.json,outputs\risk_actions\real-uniswap-0015-risk-actions.json,outputs\semantics\real-uniswap-0015-semantics.json,outputs\scores\real-uniswap-0015-score.json
116,real-uniswap-0016,data\raw_samples\real-uniswap-0016.json,68,Uniswap,1,success,success,simulated_trace,1,success,8,LOW,,0.001,outputs\traces\real-uniswap-0016-trace.json,outputs\risk_actions\real-uniswap-0016-risk-actions.json,outputs\semantics\real-uniswap-0016-semantics.json,outputs\scores\real-uniswap-0016-score.json
117,real-uniswap-0017,data\raw_samples\real-uniswap-0017.json,78,Uniswap,1,success,success,simulated_trace,0,success,4,HIGH,,0.001,outputs\traces\real-uniswap-0017-trace.json,outputs\risk_actions\real-uniswap-0017-risk-actions.json,outputs\semantics\real-uniswap-0017-semantics.json,outputs\scores\real-uniswap-0017-score.json
118,real-uniswap-0018,data\raw_samples\real-uniswap-0018.json,94,Uniswap,1,success,success,simulated_trace,28,success,2,CRITICAL,,0.004,outputs\traces\real-uniswap-0018-trace.json,outputs\risk_actions\real-uniswap-0018-risk-actions.json,outputs\semantics\real-uniswap-0018-semantics.json,outputs\scores\real-uniswap-0018-score.json
119,real-uniswap-0019,data\raw_samples\real-uniswap-0019.json,71,Uniswap,1,success,success,simulated_trace,1,success,8,LOW,,0.001,outputs\traces\real-uniswap-0019-trace.json,outputs\risk_actions\real-uniswap-0019-risk-actions.json,outputs\semantics\real-uniswap-0019-semantics.json,outputs\scores\real-uniswap-0019-score.json
120,real-uniswap-0020,data\raw_samples\real-uniswap-0020.json,75,Uniswap,1,success,success,simulated_trace,1,success,8,LOW,,0.001,outputs\traces\real-uniswap-0020-trace.json,outputs\risk_actions\real-uniswap-0020-risk-actions.json,outputs\semantics\real-uniswap-0020-semantics.json,outputs\scores\real-uniswap-0020-score.json
